EmpID,Age,MaritalStatus,JobRole,Attrition,BusinessTravel,HourlyRate,DailyRate,MonthlyIncome,YearlyIncome,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
148,41,Divorced,Manager,No,Travel_Frequently,91,857,17181,206172,Research & Development,10,3,Life Sciences,4,Male,2,4,1,4,No,13,3,2,80,1,21,2,2,7,6,7,7
149,41,Married,Laboratory Technician,No,Travel_Rarely,94,933,2238,26856,Research & Development,9,4,Life Sciences,3,Male,3,1,1,2,No,21,4,4,80,1,7,2,3,5,0,1,4
150,19,Single,Laboratory Technician,No,Travel_Rarely,79,1181,1483,17796,Research & Development,3,1,Medical,2,Female,3,1,2,1,No,14,3,4,80,0,1,3,3,1,0,0,0
151,40,Divorced,Research Scientist,No,Travel_Frequently,54,1395,5605,67260,Research & Development,26,3,Medical,2,Female,3,2,2,1,No,11,3,1,80,1,20,2,3,20,7,2,13
152,35,Married,Sales Executive,No,Travel_Rarely,94,662,7295,87540,Sales,1,5,Marketing,3,Male,3,3,2,1,No,13,3,1,80,2,10,3,3,10,8,0,6
153,53,Married,Sales Representative,No,Travel_Rarely,34,1436,2306,27672,Sales,6,2,Marketing,2,Male,3,2,3,2,Yes,20,4,4,80,1,13,3,1,7,7,4,5
154,45,Divorced,Laboratory Technician,No,Travel_Rarely,60,194,2348,28176,Research & Development,9,3,Life Sciences,2,Male,3,2,2,8,No,18,3,3,80,1,20,2,1,17,9,0,15
155,32,Single,Sales Executive,No,Travel_Frequently,43,967,8998,107976,Sales,8,3,Marketing,2,Female,3,3,4,1,No,14,3,4,80,0,9,2,3,9,8,3,7
156,29,Married,Manufacturing Director,No,Non-Travel,41,1496,4319,51828,Research & Development,1,1,Technical Degree,4,Male,3,2,3,1,No,13,3,1,80,1,10,1,3,10,7,0,9
157,51,Married,Manufacturing Director,No,Travel_Rarely,34,1169,6132,73584,Research & Development,7,4,Medical,2,Male,2,2,3,2,No,17,3,3,80,0,10,2,3,1,0,0,0
158,58,Married,Research Scientist,No,Travel_Rarely,75,1145,3346,40152,Research & Development,9,3,Medical,2,Female,2,1,2,4,Yes,20,4,2,80,1,9,3,2,1,0,0,0
159,40,Married,Sales Executive,No,Travel_Rarely,67,630,10855,130260,Sales,4,4,Marketing,3,Male,2,3,4,7,No,11,3,1,80,1,15,2,2,12,11,2,11
160,34,Married,Sales Representative,No,Travel_Frequently,75,303,2231,26772,Sales,2,4,Marketing,3,Female,3,1,3,6,No,18,3,4,80,1,6,3,3,4,3,1,2
161,22,Married,Research Scientist,No,Travel_Rarely,80,1256,2323,27876,Research & Development,19,1,Medical,3,Male,3,1,4,1,No,24,4,1,80,2,2,6,3,2,2,2,2
162,27,Divorced,Research Scientist,No,Non-Travel,57,691,2024,24288,Research & Development,9,3,Medical,4,Male,3,1,2,6,No,18,3,4,80,1,6,1,1,2,2,2,2
163,28,Married,Research Scientist,No,Travel_Rarely,42,440,2713,32556,Research & Development,21,3,Medical,3,Male,3,1,4,1,No,11,3,3,80,1,5,2,1,5,2,0,2
164,57,Divorced,Healthcare Representative,No,Travel_Rarely,83,334,9439,113268,Research & Development,24,2,Life Sciences,3,Male,4,3,4,3,Yes,16,3,2,80,1,12,2,1,5,3,1,4
165,27,Divorced,Research Scientist,No,Non-Travel,79,1450,2566,30792,Research & Development,3,3,Medical,3,Male,2,1,3,1,Yes,15,3,4,80,1,1,2,2,1,1,0,1
166,50,Single,Manager,No,Travel_Rarely,53,1452,19926,239112,Research & Development,11,3,Life Sciences,3,Female,3,5,2,3,No,15,3,2,80,0,21,5,3,5,4,4,4
167,41,Divorced,Research Scientist,No,Travel_Rarely,56,465,2451,29412,Research & Development,14,3,Life Sciences,1,Male,3,1,3,4,No,12,3,1,80,1,13,2,3,9,8,1,8
168,30,Married,Sales Executive,No,Travel_Rarely,41,1339,9419,113028,Sales,5,3,Life Sciences,2,Female,3,3,4,2,No,12,3,3,80,1,12,2,3,10,9,7,4
169,38,Single,Sales Executive,No,Travel_Rarely,59,702,8686,104232,Sales,1,4,Life Sciences,1,Female,2,2,4,4,No,22,4,3,80,0,12,2,4,8,3,0,7
170,32,Single,Research Scientist,No,Travel_Rarely,43,120,3038,36456,Research & Development,6,5,Life Sciences,3,Male,3,1,3,3,No,20,4,1,80,0,8,2,3,5,4,1,4
171,27,Married,Research Scientist,No,Travel_Rarely,51,1157,3058,36696,Research & Development,17,3,Technical Degree,3,Male,3,1,2,0,Yes,16,3,4,80,1,6,3,2,5,2,1,1
172,19,Single,Sales Representative,Yes,Travel_Frequently,100,602,2325,27900,Sales,1,1,Technical Degree,3,Female,1,1,1,0,No,21,4,1,80,0,1,5,4,0,0,0,0
173,36,Single,Laboratory Technician,No,Travel_Frequently,30,1480,2088,25056,Research & Development,3,2,Medical,4,Male,3,1,2,4,No,12,3,3,80,0,13,3,2,8,7,7,2
174,30,Divorced,Laboratory Technician,No,Non-Travel,66,111,3072,36864,Research & Development,9,3,Medical,3,Male,3,2,1,1,No,11,3,3,80,2,12,4,3,12,9,6,10
175,45,Divorced,Sales Executive,No,Travel_Rarely,30,1268,5006,60072,Sales,4,2,Life Sciences,3,Female,3,2,1,4,Yes,11,3,1,80,1,9,3,4,5,4,0,3
176,56,Divorced,Research Scientist,No,Travel_Rarely,67,713,4257,51084,Research & Development,8,3,Life Sciences,3,Female,3,1,1,4,Yes,18,3,3,80,1,19,3,3,2,2,2,2
177,33,Single,Research Scientist,No,Travel_Rarely,90,134,2500,30000,Research & Development,2,3,Life Sciences,3,Male,3,1,4,0,No,14,3,1,80,0,4,2,4,3,1,0,2
178,19,Single,Laboratory Technician,Yes,Travel_Rarely,47,303,1102,13224,Research & Development,2,3,Life Sciences,2,Male,2,1,4,1,No,22,4,3,80,0,1,3,2,1,0,1,0
179,46,Divorced,Sales Executive,No,Travel_Rarely,92,526,10453,125436,Sales,1,2,Marketing,2,Female,3,3,1,1,No,25,4,3,80,3,24,2,3,24,13,15,7
180,38,Single,Laboratory Technician,No,Travel_Rarely,75,1380,2288,27456,Research & Development,9,2,Life Sciences,3,Female,3,1,4,1,No,12,3,3,80,0,2,3,3,2,2,2,1
181,31,Married,Research Scientist,No,Travel_Rarely,95,140,3929,47148,Research & Development,12,1,Medical,3,Female,3,1,4,8,Yes,23,4,3,80,1,7,0,3,4,2,0,2
182,34,Single,Research Scientist,No,Travel_Rarely,95,629,2311,27732,Research & Development,27,2,Medical,4,Female,3,1,2,2,No,15,3,4,80,0,9,3,3,3,2,1,2
183,41,Single,Sales Representative,Yes,Travel_Rarely,70,1356,3140,37680,Sales,20,2,Marketing,2,Female,3,1,2,1,Yes,22,4,4,80,0,4,5,2,4,3,0,2
184,50,Married,Laboratory Technician,No,Travel_Rarely,86,328,3690,44280,Research & Development,1,3,Medical,3,Male,2,1,3,2,No,15,3,4,80,1,5,2,2,3,2,0,2
185,53,Divorced,Manufacturing Director,No,Travel_Rarely,57,1084,4450,53400,Research & Development,13,2,Medical,4,Female,4,2,1,1,No,11,3,3,80,2,5,3,3,4,2,1,3
186,33,Married,Research Scientist,No,Travel_Rarely,72,931,2756,33072,Research & Development,14,3,Medical,4,Female,3,1,2,1,No,13,3,4,80,1,8,5,3,8,7,1,6
187,40,Married,Manager,No,Travel_Rarely,46,989,19033,228396,Research & Development,4,1,Medical,4,Female,3,5,3,1,No,14,3,2,80,1,21,2,3,20,8,9,9
188,55,Single,Research Director,No,Travel_Rarely,61,692,18722,224664,Research & Development,14,4,Medical,3,Male,4,5,2,8,No,11,3,4,80,0,36,3,3,24,15,2,15
189,34,Married,Manufacturing Director,No,Travel_Frequently,45,1069,9547,114564,Research & Development,2,1,Life Sciences,4,Male,2,2,3,1,No,17,3,3,80,0,10,2,2,10,9,1,9
190,51,Single,Healthcare Representative,No,Travel_Rarely,98,313,13734,164808,Research & Development,3,3,Medical,4,Female,3,4,2,3,No,18,3,3,80,0,21,6,3,7,7,1,0
191,52,Married,Manager,No,Travel_Rarely,65,699,19999,239988,Research & Development,1,4,Life Sciences,3,Male,2,5,3,0,No,14,3,1,80,1,34,5,3,33,18,11,9
192,27,Single,Research Scientist,No,Travel_Rarely,99,894,2279,27348,Research & Development,9,3,Medical,4,Female,3,1,2,1,No,16,3,4,80,0,7,2,2,7,7,0,3
193,35,Married,Manufacturing Director,Yes,Travel_Rarely,50,556,5916,70992,Research & Development,23,2,Life Sciences,2,Male,2,2,3,3,Yes,13,3,1,80,0,8,1,3,1,0,0,1
194,43,Divorced,Research Scientist,No,Non-Travel,37,1344,2089,25068,Research & Development,7,3,Medical,4,Male,4,1,4,4,No,14,3,4,80,3,7,3,4,5,4,2,2
195,45,Married,Manager,No,Non-Travel,65,1195,16792,201504,Research & Development,2,2,Medical,1,Male,2,4,4,9,No,23,4,4,80,1,22,1,3,20,8,11,8
196,37,Married,Research Scientist,No,Travel_Rarely,65,290,3564,42768,Research & Development,21,3,Life Sciences,2,Male,4,1,1,1,Yes,12,3,1,80,1,8,3,2,8,7,1,7
197,35,Single,Laboratory Technician,No,Travel_Frequently,37,138,4425,53100,Research & Development,2,3,Medical,2,Female,3,2,2,5,No,11,3,4,80,0,10,5,3,6,2,1,2
198,42,Divorced,Manufacturing Director,No,Non-Travel,36,926,5265,63180,Research & Development,21,2,Medical,3,Female,3,2,3,2,No,16,3,2,80,1,11,5,3,5,3,0,2
199,38,Married,Manufacturing Director,No,Travel_Rarely,88,1261,6553,78636,Research & Development,2,4,Life Sciences,4,Male,3,2,3,9,No,14,3,2,80,0,14,3,3,1,0,0,0
200,38,Married,Manufacturing Director,No,Travel_Rarely,54,1084,6261,75132,Research & Development,29,3,Technical Degree,4,Male,3,2,4,3,No,18,3,1,80,1,9,3,1,7,7,1,7
201,27,Married,Manufacturing Director,No,Travel_Frequently,60,472,4298,51576,Research & Development,1,1,Technical Degree,3,Male,2,2,1,5,No,19,3,3,80,1,6,1,3,2,2,2,0
202,49,Divorced,Manufacturing Director,No,Non-Travel,92,1002,6804,81648,Research & Development,18,4,Life Sciences,4,Male,3,2,4,1,Yes,15,3,1,80,2,7,0,3,7,7,1,7
203,34,Divorced,Research Scientist,No,Travel_Frequently,43,878,3815,45780,Research & Development,10,4,Medical,4,Male,3,1,3,1,Yes,17,3,4,80,1,5,4,4,5,3,2,0
204,40,Married,Laboratory Technician,No,Travel_Rarely,99,905,2741,32892,Research & Development,19,2,Medical,3,Male,3,2,4,8,Yes,15,3,3,80,1,15,2,4,7,2,3,7
205,38,Married,Healthcare Representative,Yes,Travel_Rarely,70,1180,6673,80076,Research & Development,29,1,Medical,2,Male,3,2,1,7,Yes,19,3,2,80,0,17,2,3,1,0,0,0
206,29,Married,Sales Executive,Yes,Travel_Rarely,35,121,7639,91668,Sales,27,3,Marketing,2,Female,3,3,4,1,No,22,4,4,80,3,10,3,2,10,4,1,9
207,22,Divorced,Research Scientist,No,Travel_Rarely,60,1136,2328,27936,Research & Development,5,3,Life Sciences,4,Male,4,1,2,1,Yes,16,3,1,80,1,4,2,2,4,2,2,2
208,36,Single,Laboratory Technician,No,Travel_Frequently,73,635,2153,25836,Research & Development,18,1,Medical,2,Female,3,1,4,1,No,13,3,1,80,0,8,2,3,8,1,1,7
209,40,Married,Healthcare Representative,No,Non-Travel,63,1151,4876,58512,Research & Development,9,5,Life Sciences,4,Male,2,2,4,9,No,14,3,4,80,1,5,5,1,3,2,0,2
210,46,Divorced,Healthcare Representative,No,Travel_Rarely,97,644,9396,112752,Research & Development,1,4,Medical,4,Male,3,3,1,7,No,16,3,3,80,1,17,3,3,4,2,0,3
211,32,Married,Sales Executive,Yes,Travel_Rarely,32,1045,10400,124800,Sales,4,4,Medical,4,Male,1,3,4,1,No,11,3,3,80,0,14,2,2,14,8,9,8
212,30,Single,Manufacturing Director,No,Non-Travel,88,829,8474,101688,Research & Development,1,1,Life Sciences,3,Male,2,3,3,1,No,22,4,3,80,0,12,2,3,11,8,5,8
213,27,Single,Sales Executive,No,Travel_Frequently,90,1242,9981,119772,Sales,20,3,Life Sciences,4,Female,3,2,3,1,No,14,3,4,80,0,7,2,3,7,7,0,7
214,51,Married,Research Director,No,Travel_Rarely,81,1469,12490,149880,Research & Development,8,4,Life Sciences,2,Male,2,3,2,5,No,16,3,4,80,2,16,5,1,10,9,4,7
215,30,Single,Research Scientist,Yes,Travel_Rarely,88,1005,2657,31884,Research & Development,3,3,Technical Degree,4,Female,3,1,1,5,Yes,11,3,3,80,0,8,5,3,5,2,0,4
216,41,Single,Manager,No,Travel_Rarely,75,896,13591,163092,Sales,6,3,Life Sciences,4,Female,3,3,4,3,Yes,18,3,3,80,0,16,3,3,1,0,0,0
217,30,Single,Sales Executive,Yes,Travel_Frequently,52,334,6696,80352,Sales,26,4,Marketing,3,Female,2,2,1,5,No,15,3,3,80,0,9,5,2,6,3,0,1
218,29,Single,Research Scientist,Yes,Travel_Rarely,85,992,2058,24696,Research & Development,1,3,Technical Degree,3,Male,3,1,3,0,No,14,3,4,80,0,7,1,2,6,2,1,5
219,45,Single,Sales Executive,No,Non-Travel,57,1052,8865,106380,Sales,6,3,Medical,4,Female,2,3,4,6,No,12,3,4,80,0,23,2,3,19,7,12,8
220,54,Married,Sales Executive,No,Travel_Rarely,52,1147,5940,71280,Sales,3,3,Marketing,4,Female,3,2,1,2,No,14,3,4,80,1,16,4,3,6,2,0,5
221,36,Single,Laboratory Technician,No,Travel_Rarely,62,1396,5914,70968,Research & Development,5,2,Life Sciences,4,Male,3,2,2,8,No,16,3,4,80,0,16,3,4,13,11,3,7
222,33,Married,Research Scientist,No,Travel_Rarely,47,147,2622,31464,Research & Development,4,4,Medical,3,Female,2,1,2,6,No,21,4,4,80,0,7,3,3,3,2,1,1
223,37,Divorced,Research Director,No,Travel_Frequently,47,663,12185,146220,Research & Development,11,3,Other,2,Male,3,3,4,1,Yes,14,3,3,80,3,10,1,3,10,8,0,7
224,38,Divorced,Sales Executive,No,Travel_Rarely,76,119,10609,127308,Sales,3,3,Life Sciences,1,Male,3,3,3,0,No,12,3,3,80,2,17,6,2,16,10,5,13
225,31,Married,Manufacturing Director,No,Non-Travel,90,979,4345,52140,Research & Development,1,4,Medical,3,Male,1,2,3,0,No,12,3,4,80,1,6,2,3,5,4,1,4
226,59,Married,Research Scientist,No,Travel_Rarely,70,142,2177,26124,Research & Development,3,3,Life Sciences,3,Male,2,1,4,3,No,17,3,1,80,1,7,6,3,1,0,0,0
227,37,Divorced,Sales Representative,No,Travel_Frequently,41,319,2793,33516,Sales,4,4,Marketing,1,Male,3,1,4,4,No,17,3,3,80,1,13,2,3,9,8,5,8
228,29,Married,Sales Executive,No,Travel_Frequently,42,1413,7918,95016,Sales,1,1,Medical,2,Female,3,3,4,1,No,14,3,4,80,1,11,5,3,11,10,4,1
229,35,Single,Sales Executive,No,Travel_Frequently,92,944,8789,105468,Sales,1,3,Marketing,3,Female,3,3,3,1,No,14,3,1,80,0,10,3,4,10,7,0,8
230,29,Single,Research Scientist,Yes,Travel_Rarely,86,896,2389,28668,Research & Development,18,1,Medical,3,Male,2,1,4,1,Yes,13,3,3,80,0,4,3,2,4,3,0,1
231,52,Single,Laboratory Technician,No,Travel_Rarely,89,1323,3212,38544,Research & Development,2,3,Life Sciences,3,Female,2,1,4,7,No,15,3,2,80,0,6,3,2,2,2,2,2
232,42,Married,Manager,No,Travel_Rarely,58,532,19232,230784,Research & Development,4,2,Technical Degree,3,Male,3,5,4,1,No,11,3,4,80,0,22,3,3,22,17,11,15
233,59,Married,Human Resources,No,Travel_Rarely,52,818,2267,27204,Human Resources,6,2,Medical,2,Male,3,1,3,8,No,17,3,4,80,0,7,2,2,2,2,2,2
234,50,Divorced,Manager,No,Travel_Rarely,68,854,19517,234204,Sales,1,4,Medical,4,Female,3,5,4,3,No,11,3,3,80,1,32,3,2,7,0,0,6
235,33,Married,Laboratory Technician,Yes,Travel_Rarely,58,813,2436,29232,Research & Development,14,3,Medical,3,Male,3,1,4,5,Yes,13,3,3,80,1,8,2,1,5,4,0,4
236,43,Married,Manager,No,Travel_Rarely,80,1034,16064,192768,Sales,16,3,Marketing,4,Female,3,4,4,5,Yes,22,4,3,80,1,22,3,3,17,13,1,9
237,33,Married,Laboratory Technician,Yes,Travel_Rarely,39,465,2707,32484,Research & Development,2,2,Life Sciences,1,Female,3,1,1,7,No,20,4,1,80,0,13,3,4,9,7,1,7
238,52,Single,Manager,No,Non-Travel,79,771,19068,228816,Sales,2,4,Life Sciences,1,Male,2,5,3,1,Yes,18,3,4,80,0,33,2,4,33,7,15,12
239,32,Married,Sales Representative,No,Travel_Rarely,56,1401,3931,47172,Sales,4,2,Life Sciences,3,Female,3,1,2,2,No,11,3,1,80,1,6,5,3,4,3,1,2
240,32,Single,Laboratory Technician,Yes,Travel_Rarely,62,515,3730,44760,Research & Development,1,3,Life Sciences,4,Male,2,1,3,0,Yes,14,3,4,80,0,4,2,1,3,2,1,2
241,39,Divorced,Laboratory Technician,No,Travel_Rarely,96,1431,2232,26784,Research & Development,1,4,Medical,3,Female,3,1,3,7,No,14,3,3,80,3,7,1,3,3,2,1,2
242,32,Married,Sales Executive,No,Non-Travel,100,976,4465,53580,Sales,26,4,Marketing,3,Male,3,2,4,0,No,18,3,1,80,0,4,2,3,3,2,2,2
243,41,Divorced,Research Scientist,No,Travel_Rarely,36,1411,3072,36864,Research & Development,19,2,Life Sciences,3,Male,3,2,1,2,No,16,3,1,80,2,17,2,2,1,0,0,0
244,40,Divorced,Research Scientist,No,Travel_Rarely,62,1300,3319,39828,Research & Development,24,2,Technical Degree,1,Male,3,2,4,1,No,17,3,1,80,2,9,3,3,9,8,4,7
245,45,Married,Manager,No,Travel_Rarely,70,252,19202,230424,Research & Development,1,3,Other,3,Male,4,5,4,0,No,11,3,3,80,1,25,2,3,24,0,1,7
246,31,Divorced,Research Director,No,Travel_Frequently,73,1327,13675,164100,Research & Development,3,4,Medical,2,Male,3,3,3,9,No,12,3,1,80,1,9,3,3,2,2,2,2
247,33,Married,Research Scientist,No,Travel_Rarely,63,832,2911,34932,Research & Development,5,4,Life Sciences,3,Female,2,1,4,1,No,13,3,3,80,1,2,2,2,2,2,0,2
248,34,Married,Manufacturing Director,No,Travel_Rarely,84,470,5957,71484,Research & Development,2,4,Life Sciences,4,Male,2,2,1,6,No,13,3,2,80,1,13,3,3,11,9,5,9
249,37,Married,Research Scientist,No,Travel_Rarely,83,1017,3920,47040,Research & Development,1,2,Medical,3,Female,2,1,1,2,No,14,3,1,80,1,17,2,2,3,1,0,2
250,45,Married,Manufacturing Director,No,Travel_Frequently,77,1199,6434,77208,Research & Development,7,4,Life Sciences,1,Male,4,2,3,4,No,17,3,4,80,1,9,1,3,3,2,0,2
251,37,Divorced,Manufacturing Director,Yes,Travel_Frequently,61,504,10048,120576,Research & Development,10,3,Medical,1,Male,3,3,3,6,No,11,3,2,80,2,17,5,3,1,0,0,0
252,39,Single,Healthcare Representative,No,Travel_Frequently,64,505,10938,131256,Research & Development,2,4,Technical Degree,3,Female,3,3,3,0,No,25,4,4,80,0,20,1,3,19,6,11,8
253,29,Single,Research Scientist,No,Travel_Rarely,60,665,2340,28080,Research & Development,15,3,Life Sciences,3,Male,3,1,4,1,No,19,3,1,80,0,6,1,3,6,5,1,5
254,42,Single,Research Scientist,No,Travel_Rarely,82,916,6545,78540,Research & Development,17,2,Life Sciences,4,Female,4,2,1,3,Yes,13,3,3,80,0,10,1,3,3,2,0,2
255,29,Divorced,Sales Executive,No,Travel_Rarely,45,1247,6931,83172,Sales,20,2,Marketing,4,Male,3,2,4,2,No,14,3,4,80,1,10,2,3,3,2,0,2
256,25,Married,Manufacturing Director,No,Travel_Rarely,62,685,4898,58776,Research & Development,1,3,Life Sciences,1,Female,3,2,3,0,No,12,3,4,80,2,5,3,3,4,2,1,2
257,42,Divorced,Laboratory Technician,No,Travel_Rarely,56,269,2593,31116,Research & Development,2,3,Medical,4,Female,2,1,1,0,Yes,11,3,3,80,1,10,4,3,9,6,7,8
258,40,Divorced,Research Director,No,Travel_Rarely,49,1416,19436,233232,Research & Development,2,2,Medical,1,Male,3,5,3,0,No,19,3,4,80,1,22,5,3,21,7,3,9
259,51,Married,Research Scientist,No,Travel_Rarely,96,833,2723,32676,Research & Development,1,3,Life Sciences,3,Male,3,1,4,1,No,11,3,2,80,0,1,0,2,1,0,0,0
260,31,Single,Laboratory Technician,Yes,Travel_Frequently,71,307,3479,41748,Research & Development,29,2,Medical,3,Male,2,1,2,0,No,11,3,2,80,0,6,2,4,5,4,1,4
261,32,Married,Laboratory Technician,No,Travel_Frequently,100,1311,2794,33528,Research & Development,7,3,Life Sciences,2,Male,4,1,2,1,No,20,4,3,80,0,5,3,1,5,1,0,3
262,38,Married,Sales Executive,No,Non-Travel,39,1327,5249,62988,Sales,2,2,Life Sciences,4,Male,2,2,4,3,No,18,3,4,80,1,13,0,3,8,7,7,5
263,32,Single,Laboratory Technician,No,Travel_Rarely,84,128,2176,26112,Research & Development,2,1,Technical Degree,4,Male,2,2,1,4,No,13,3,4,80,0,9,5,3,6,2,0,4
264,46,Married,Manager,No,Travel_Rarely,75,488,16872,202464,Sales,2,3,Technical Degree,3,Female,1,4,2,3,Yes,12,3,2,80,1,28,2,2,7,7,7,7
265,28,Single,Laboratory Technician,Yes,Travel_Rarely,79,529,3485,41820,Research & Development,2,4,Life Sciences,1,Male,3,1,3,2,No,11,3,3,80,0,5,5,1,0,0,0,0
266,29,Married,Sales Executive,No,Travel_Rarely,78,1210,6644,79728,Sales,2,3,Medical,1,Male,2,2,2,2,No,19,3,2,80,2,10,2,3,0,0,0,0
267,31,Married,Healthcare Representative,No,Travel_Rarely,64,1463,5582,66984,Research & Development,23,3,Medical,2,Male,2,2,4,0,No,21,4,2,80,1,10,2,3,9,0,7,8
268,25,Divorced,Healthcare Representative,No,Non-Travel,85,675,4000,48000,Research & Development,5,2,Life Sciences,2,Male,4,2,1,1,No,12,3,4,80,2,6,2,3,6,3,1,5
269,45,Married,Healthcare Representative,No,Travel_Rarely,79,1385,13496,161952,Research & Development,20,2,Medical,3,Male,3,4,4,0,Yes,14,3,2,80,0,21,2,3,20,7,4,10
270,36,Married,Laboratory Technician,No,Travel_Rarely,47,1403,3210,38520,Research & Development,6,3,Life Sciences,4,Male,3,1,4,0,No,11,3,3,80,1,16,4,3,15,13,10,11
271,55,Single,Manager,No,Travel_Rarely,81,452,19045,228540,Research & Development,1,3,Medical,4,Male,3,5,1,0,Yes,14,3,3,80,0,37,2,3,36,10,4,13
272,47,Married,Manager,Yes,Non-Travel,88,666,11849,142188,Research & Development,29,4,Life Sciences,1,Male,3,3,2,1,Yes,12,3,4,80,1,10,2,2,10,7,9,9
273,28,Married,Research Scientist,No,Travel_Rarely,94,1158,2070,24840,Research & Development,9,3,Medical,4,Male,3,1,4,1,No,23,4,4,80,1,5,3,2,5,2,0,4
274,37,Married,Sales Executive,No,Travel_Rarely,98,228,6502,78024,Sales,6,4,Medical,3,Male,3,2,4,4,No,14,3,2,80,1,7,5,4,5,4,0,1
275,21,Single,Research Scientist,No,Travel_Rarely,100,996,3230,38760,Research & Development,3,2,Medical,4,Male,2,1,3,1,No,17,3,1,80,0,3,4,4,3,2,1,0
276,37,Divorced,Research Director,No,Non-Travel,80,728,13603,163236,Research & Development,1,4,Medical,1,Female,3,3,4,2,Yes,18,3,1,80,2,15,2,3,5,2,0,2
277,35,Divorced,Manager,No,Travel_Rarely,71,1315,11996,143952,Research & Development,22,3,Life Sciences,2,Female,4,3,2,7,No,18,3,2,80,1,10,6,2,7,7,6,2
278,38,Divorced,Sales Executive,No,Travel_Rarely,44,322,5605,67260,Sales,7,2,Medical,1,Female,4,2,1,1,Yes,24,4,3,80,1,8,3,3,8,0,7,7
279,26,Divorced,Manufacturing Director,No,Travel_Frequently,84,1479,6397,76764,Research & Development,1,3,Life Sciences,3,Female,3,2,2,1,No,20,4,1,80,1,6,6,1,6,5,1,4
280,50,Divorced,Research Director,No,Travel_Rarely,96,797,19144,229728,Research & Development,4,1,Life Sciences,1,Male,3,5,2,3,No,14,3,1,80,2,28,4,2,10,4,1,6
281,53,Married,Research Director,No,Travel_Rarely,45,1070,17584,211008,Research & Development,3,4,Medical,3,Male,3,4,3,3,Yes,16,3,4,80,3,21,5,2,5,3,1,3
282,42,Married,Sales Executive,No,Travel_Rarely,99,635,4907,58884,Sales,1,1,Life Sciences,2,Male,3,2,3,1,No,25,4,3,80,0,20,3,3,20,16,11,6
283,29,Single,Sales Executive,No,Travel_Frequently,44,442,4554,54648,Sales,2,2,Life Sciences,2,Male,3,2,4,1,No,18,3,1,80,0,10,3,2,10,7,0,9
284,55,Married,Laboratory Technician,No,Travel_Rarely,37,147,5415,64980,Research & Development,20,2,Technical Degree,2,Male,3,2,4,3,Yes,19,3,4,80,1,12,4,3,10,7,0,8
285,26,Married,Healthcare Representative,No,Travel_Frequently,60,496,4741,56892,Research & Development,11,2,Medical,1,Male,3,2,1,1,Yes,13,3,3,80,1,5,3,3,5,3,3,3
286,37,Single,Research Scientist,No,Travel_Rarely,42,1372,2115,25380,Research & Development,1,3,Life Sciences,4,Female,3,1,4,1,No,12,3,2,80,0,17,3,3,17,12,5,7
287,44,Divorced,Laboratory Technician,Yes,Travel_Frequently,43,920,3161,37932,Research & Development,24,3,Life Sciences,4,Male,3,1,3,3,Yes,22,4,4,80,1,19,0,1,1,0,0,0
288,38,Divorced,Healthcare Representative,No,Travel_Rarely,82,688,5745,68940,Research & Development,23,4,Life Sciences,4,Male,3,2,4,9,No,14,3,2,80,1,10,2,3,2,2,1,2
289,26,Divorced,Laboratory Technician,Yes,Travel_Rarely,45,1449,2373,28476,Research & Development,16,4,Medical,1,Male,3,1,2,2,Yes,13,3,4,80,1,5,2,3,3,2,0,2
290,28,Single,Research Scientist,No,Travel_Rarely,66,1117,3310,39720,Research & Development,8,2,Life Sciences,4,Female,3,1,4,1,No,21,4,4,80,0,5,3,3,5,3,0,2
291,49,Single,Research Director,No,Travel_Frequently,35,636,18665,223980,Research & Development,10,4,Life Sciences,3,Female,3,5,1,9,Yes,11,3,4,80,0,22,4,3,3,2,1,2
292,36,Single,Research Scientist,No,Travel_Rarely,30,506,4485,53820,Research & Development,3,3,Technical Degree,3,Male,3,2,2,4,No,12,3,4,80,0,10,2,3,8,0,7,7
293,31,Divorced,Sales Representative,No,Travel_Frequently,84,444,2789,33468,Sales,5,3,Marketing,4,Female,3,1,2,1,No,11,3,3,80,1,2,5,2,2,2,2,2
294,26,Single,Sales Executive,Yes,Travel_Rarely,48,950,5828,69936,Sales,4,4,Marketing,4,Male,2,2,4,1,Yes,12,3,2,80,0,8,0,3,8,7,7,4
295,37,Married,Research Scientist,No,Travel_Frequently,53,889,2326,27912,Research & Development,9,3,Medical,2,Male,3,1,4,1,Yes,12,3,3,80,3,4,3,2,4,2,1,2
